"PUBID","P5-101","CV_HH_POV_RATIO","YAST25-3310_COMB","YAST25-3320_COMB","CVC_TTL_RESIDENCES"
3902,1,124,-4,-4,2
3903,1,202,2,-4,3
3904,1,198,4,-4,4
3905,1,161,2,-4,8
3906,1,161,4,-4,6
3907,-4,309,-4,-4,10
3908,-4,288,-4,-4,11
3909,-4,162,-4,-4,20
3910,-4,198,5,1,7
3911,1,264,1,-4,5
3912,1,378,4,-4,15
3913,1,378,4,-4,14
3914,1,-3,-4,-4,1
3915,1,689,3,-4,10
3916,1,195,5,10,5
3917,2,220,1,-4,3
3918,2,220,5,1,4
3919,2,122,5,1,8
3920,2,159,4,-4,13
3921,-4,24,4,-4,-4
3922,-4,-3,4,-4,-4
3923,-4,36,5,97,-4
3924,-4,36,5,6,-4
3925,-4,0,5,97,-4
3926,-4,-4,5,1,-4
3927,-4,-4,4,-4,-4
3928,-4,-4,4,-4,-4
3929,2,120,5,1,10
3930,-4,1627,4,-4,-4
3931,-4,-3,-4,-4,-4
3932,2,27,4,-4,22
3933,2,109,4,-4,18
3934,-4,-4,3,-4,-4
3935,1,1627,5,1,3
3936,2,229,-4,-4,15
3937,2,303,1,-4,9
3938,-4,-4,4,-4,-4
3939,1,-3,4,-4,9
3940,-4,-4,4,-4,-4
3941,1,333,4,-4,9
3942,2,-3,5,1,8
3943,1,289,2,-4,10
3944,1,289,5,1,15
3945,1,265,5,1,14
3946,1,265,2,-4,12
3947,-4,-4,4,-4,-4
3948,-4,-3,-4,-4,2
3949,-4,209,-4,-4,7
3950,-4,-4,5,1,-4
3951,1,531,5,1,11
3952,1,375,5,1,9
3953,1,375,4,-4,-3
3954,-4,-4,-4,-4,-4
3955,-4,-3,-4,-4,-4
3956,1,-3,4,-4,8
3957,1,-3,1,-4,10
3958,1,-3,5,97,11
3959,1,-3,4,-4,-3
3960,-4,-3,4,-4,-4
3961,1,304,5,1,16
3962,1,304,5,1,4
3963,1,505,5,1,9
3964,1,505,4,-4,8
3965,1,1627,2,-4,6
3966,1,1627,1,-4,10
3967,1,1627,4,-4,16
3968,1,1627,1,-4,11
3969,1,530,4,-4,16
3970,1,334,4,-4,19
3971,1,334,1,-4,8
3972,2,36,2,-4,6
3973,-4,221,4,-4,6
3974,-4,221,-4,-4,17
3975,1,652,-4,-4,3
3976,-4,-4,1,-4,-4
3977,2,251,4,-4,12
3978,1,362,3,-4,6
3979,1,318,4,-4,6
3980,1,318,5,1,4
3981,-4,252,-4,-4,3
3982,1,206,5,97,7
3983,2,260,2,-4,5
3984,-4,203,-4,-4,19
3985,1,441,4,-4,10
3986,1,441,4,-4,10
3987,1,1627,4,-4,4
3988,2,1627,1,-4,13
3989,2,1627,4,-4,15
3990,1,541,-4,-4,4
3991,1,481,4,-4,23
3992,1,245,1,-4,7
3993,1,245,1,-4,8
3994,1,359,4,-4,5
3995,1,157,5,97,15
3996,1,157,4,-4,26
3997,2,-3,4,-4,11
3998,2,-3,-4,-4,12
3999,2,156,-4,-4,2
4000,1,277,1,-4,8
4001,1,285,4,-4,8
4002,1,-3,1,-4,9
4003,1,380,1,-4,6
4004,1,380,4,-4,6
4005,2,829,4,-4,14
4006,1,196,4,-4,8
4007,-4,-3,4,-4,-4
4008,1,491,4,-4,6
4009,-4,-4,-4,-4,-4
4010,1,-3,-4,-4,5
4011,1,413,4,-4,8
4012,1,277,4,-4,7
4013,1,277,5,10,3
4014,1,196,4,-4,10
4015,2,179,3,-4,18
4016,1,112,5,97,8
4017,1,112,3,-4,4
4018,-4,-4,4,-4,-4
4019,-4,264,-4,-4,10
4020,1,420,4,-4,14
4021,-4,-4,4,-4,-4
4022,1,408,4,-4,6
4023,1,284,4,-4,8
4024,1,748,4,-4,8
4025,1,206,1,-4,5
4026,1,351,4,-4,13
4027,1,346,4,-4,8
4028,1,-3,4,-4,22
4029,1,-3,1,-4,2
4030,1,320,2,-4,8
4031,1,416,1,-4,5
4032,-4,-4,4,-4,-4
4033,-4,-4,5,1,-4
4034,1,430,4,-4,9
4035,1,178,1,-4,16
4036,1,178,2,-4,5
4037,1,422,4,-4,8
4038,1,-3,4,-4,10
4039,2,208,4,-4,-3
4040,1,363,4,-4,10
4041,1,363,5,1,6
4042,1,128,4,-4,11
4043,1,0,4,-4,-3
4044,1,0,4,-4,12
4045,2,185,4,-4,11
4046,3,182,5,10,12
4047,3,182,4,-4,16
4048,1,111,5,1,16
4049,1,346,4,-4,11
4050,2,257,4,-4,11
4051,2,257,5,1,14
4052,2,584,4,-4,23
4053,2,27,4,-4,12
4054,1,141,5,97,6
4055,1,141,5,1,7
4056,-4,-4,5,1,-4
4057,2,240,4,-4,11
4058,2,240,1,-4,9
4059,1,380,5,1,3
4060,2,58,4,-4,3
4061,1,110,4,-4,6
4062,2,77,4,-4,18
4063,-4,-4,4,-4,-4
4064,1,-3,1,-4,9
4065,-4,-4,5,8,-4
4066,2,111,1,-4,7
4067,2,111,-4,-4,19
4068,-4,-4,-4,-4,-4
4069,-4,-4,5,1,-4
4070,1,-3,-4,-4,4
4071,-4,392,-4,-4,9
4072,-4,266,4,-4,12
4073,-4,295,-4,-4,3
4074,1,-3,5,4,8
4075,-4,50,-4,-4,4
4076,-4,50,4,-4,12
4077,1,533,4,-4,3
4078,-4,249,-4,-4,2
4079,-4,249,5,1,3
4080,1,322,5,1,8
4081,1,456,4,-4,11
4082,-4,-4,4,-4,-4
4083,-4,-4,4,-4,-4
4084,2,148,4,-4,15
4085,1,0,1,-4,8
4086,2,119,3,-4,9
4087,1,-3,1,-4,8
4088,1,-3,-4,-4,2
4089,2,13,4,-4,12
4090,2,-3,5,1,6
4091,1,201,4,-4,13
4092,3,-3,4,-4,7
4093,-4,-3,5,97,-4
4094,2,195,1,-4,-4
4095,1,205,5,97,20
4096,1,205,5,3,11
4097,1,533,1,-4,8
4098,1,-3,1,-4,4
4099,1,-3,4,-4,-3
4100,1,-3,4,-4,10
4101,1,-3,4,-4,10
4102,1,0,4,-4,7
4103,1,-3,4,-4,8
4104,1,-3,4,-4,14
4105,1,395,4,-4,11
4106,1,830,-4,-4,8
4107,1,830,-4,-4,18
4108,1,-3,4,-4,12
4109,1,-3,4,-4,16
4110,1,-3,4,-4,8
4111,1,-3,2,-4,11
4112,1,726,4,-4,8
4113,1,726,-4,-4,2
4114,1,379,-4,-4,1
4115,-4,-3,4,-4,13
4116,1,-3,1,-4,3
4117,-4,-4,5,6,-4
4118,2,498,4,-4,16
4119,1,203,4,-4,18
4120,1,-3,-4,-4,7
4121,1,-3,-4,-4,4
4122,1,134,-4,-4,11
4123,1,109,5,5,9
4124,1,109,1,-4,3
4125,2,24,5,97,26
4126,2,24,5,3,25
4127,2,24,-4,-4,17
4128,1,84,5,97,11
4129,-4,66,4,-4,11
4130,1,-3,1,-4,8
4131,1,351,5,1,8
4132,1,351,4,-4,17
4133,1,351,4,-4,22
4134,1,-3,-4,-4,4
4135,1,-3,4,-4,5
4136,1,590,4,-4,11
4137,1,590,4,-4,10
4138,1,406,5,1,13
4139,1,406,4,-4,12
4140,1,538,1,-4,3
4141,1,443,-4,-4,15
4142,1,443,4,-4,11
4143,2,-3,1,-4,10
4144,1,403,1,-4,18
4145,1,403,4,-4,9
4146,2,186,4,-4,12
4147,2,186,5,10,17
4148,1,295,5,1,22
4149,1,111,4,-4,11
4150,1,111,4,-4,10
4151,1,111,-4,-4,3
4152,2,98,4,-4,17
4153,2,98,4,-4,14
4154,-4,-4,4,-4,-4
4155,-4,-4,-4,-4,-4
4156,1,393,5,1,4
4157,1,277,-4,-4,2
4158,1,302,4,-4,12
4159,1,-3,4,-4,8
4160,1,-3,4,-4,14
4161,1,-3,4,-4,15
4162,1,1627,5,6,9
4163,1,203,4,-4,17
4164,1,203,-4,-4,1
4165,1,298,4,-4,16
4166,1,298,5,6,11
4167,1,-3,4,-4,3
4168,2,198,4,-4,8
4169,2,-3,1,-4,2
4170,2,-3,-4,-4,9
4171,2,-3,1,-4,9
4172,1,121,4,-4,17
4173,1,121,4,-4,10
4174,2,70,4,-4,9
4175,2,70,4,-4,9
4176,2,14,4,-4,8
4177,2,14,4,-4,14
4178,2,14,4,-4,14
4179,2,85,5,1,5
4180,3,-3,5,1,-3
4181,3,-3,5,1,26
4182,2,21,4,-4,25
4183,2,21,4,-4,14
4184,2,21,4,-4,18
4185,2,-3,4,-4,15
4186,2,260,4,-4,7
4187,-4,469,1,-4,1
4188,-4,469,-4,-4,1
4189,-4,340,-4,-4,3
4190,1,-3,-4,-4,4
4191,1,-3,5,1,12
4192,2,6,4,-4,20
4193,2,6,4,-4,13
4194,2,-3,1,-4,15
4195,2,12,4,-4,7
4196,2,12,5,1,12
4197,2,12,4,-4,11
4198,1,274,4,-4,6
4199,1,277,5,1,2
4200,1,318,2,-4,8
4201,1,333,-4,-4,16
4202,1,333,4,-4,18
4203,1,326,2,-4,10
4204,1,326,5,1,6
4205,1,303,4,-4,15
4206,2,162,1,-4,9
4207,3,253,4,-4,11
4208,3,253,-4,-4,3
4209,2,-3,5,1,7
4210,1,-3,5,1,7
4211,-4,61,1,-4,-4
4212,1,-3,4,-4,8
4213,1,280,4,-4,13
4214,1,358,4,-4,5
4215,2,302,4,-4,13
4216,2,254,4,-4,11
4217,2,254,4,-4,9
4218,2,-3,4,-4,22
4219,1,1627,1,-4,7
4220,-4,-4,-4,-4,-4
4221,2,48,4,-4,17
4222,3,-3,5,97,11
4223,3,-3,5,1,10
4224,1,143,1,-4,4
4225,-4,-4,-4,-4,-4
4226,-4,-4,4,-4,-4
4227,-4,-4,5,1,-4
4228,1,585,4,-4,12
4229,1,954,5,1,7
4230,-4,-3,-4,-4,-4
4231,1,215,-4,-4,1
4232,1,215,-4,-4,1
4233,-4,-4,-4,-4,-4
4234,-4,-4,4,-4,-4
4235,2,942,4,-4,9
4236,2,198,4,-4,10
4237,2,198,4,-4,16
4238,2,49,-1,1,5
4239,2,145,5,1,7
4240,1,63,4,-4,9
4241,1,113,4,-4,-3
4242,1,113,5,1,13
4243,2,166,5,97,11
4244,2,166,4,-4,12
4245,2,282,5,1,6
4246,2,282,-4,-4,8
4247,2,35,4,-4,15
4248,1,333,1,-4,6
4249,3,19,4,-4,11
4250,1,417,2,-4,6
4251,1,417,-4,-4,6
4252,1,43,5,1,5
4253,1,0,-4,-4,3
4254,1,-3,2,-4,3
4255,-4,-4,-4,-4,-4
4256,1,-3,5,1,5
4257,1,266,4,-4,9
4258,1,266,4,-4,13
4259,1,198,4,-4,9
4260,2,320,4,-4,16
4261,-4,-4,-4,-4,-4
4262,2,118,4,-4,15
4263,1,333,5,1,6
4264,1,333,4,-4,6
4265,2,198,4,-4,20
4266,1,428,4,-4,14
4267,1,468,4,-4,10
4268,-4,-4,5,1,-4
4269,1,240,4,-4,4
4270,2,-3,2,-4,18
4271,2,-3,5,2,38
4272,1,163,4,-4,14
4273,1,163,4,-4,23
4274,1,163,1,-4,13
4275,1,402,4,-4,7
4276,1,258,4,-4,40
4277,1,573,4,-4,4
4278,1,573,-4,-4,4
4279,1,-3,4,-4,7
4280,1,-3,5,1,11
4281,1,289,1,-4,7
4282,1,570,3,-4,9
4283,1,386,1,-4,4
4284,1,471,5,1,5
4285,1,471,5,1,11
4286,1,578,4,-4,26
4287,1,578,4,-4,14
4288,1,446,4,-4,8
4289,-4,-4,4,-4,-4
4290,2,760,5,1,10
4291,2,760,5,97,29
4292,-4,-4,-4,-4,-4
4293,1,459,4,-4,24
4294,1,459,4,-4,13
4295,1,347,4,-4,6
4296,2,302,2,-4,8
4297,-4,24,2,-4,14
4298,-4,24,4,-4,11
4299,1,305,1,-4,10
4300,1,305,4,-4,14
4301,-4,-3,-4,-4,5
4302,-4,-4,-4,-4,-4
4303,-4,0,-4,-4,-4
4304,1,155,4,-4,15
4305,1,155,4,-4,11
4306,2,396,-4,-4,3
4307,2,-3,4,-4,7
4308,2,61,1,-4,16
4309,2,39,4,-4,12
4310,2,39,5,6,13
4311,2,83,5,1,11
4312,2,83,4,-4,18
4313,2,83,4,-4,14
4314,2,27,4,-4,7
4315,2,16,4,-4,6
4316,2,0,4,-4,14
4317,2,0,4,-4,11
4318,-4,-4,5,2,-4
4319,-4,-4,4,-4,-4
4320,2,21,-4,-4,8
4321,2,18,4,-4,14
4322,2,24,5,10,14
4323,2,0,5,1,17
4324,2,18,5,1,2
4325,2,75,-4,-4,5
4326,1,148,5,2,9
4327,1,38,-4,-4,2
4328,1,38,1,-4,3
4329,2,43,-4,-4,7
4330,2,43,4,-4,16
4331,2,43,5,5,16
4332,2,43,4,-4,13
4333,1,52,-4,-4,23
4334,1,10,5,1,6
4335,1,167,4,-4,19
4336,1,497,-4,-4,4
4337,1,497,5,5,7
4338,2,382,1,-4,10
4339,-4,253,-4,-4,-3
4340,1,-3,4,-4,12
4341,1,-3,5,1,9
4342,1,-3,-4,-4,5
4343,1,-3,2,-4,14
4344,1,-3,5,1,1
4345,-4,139,4,-4,11
4346,-4,139,5,1,6
4347,-4,139,4,-4,11
4348,-4,342,4,-4,28
4349,2,226,3,-4,12
4350,2,66,5,1,20
4351,2,65,5,97,15
4352,2,47,4,-4,28
4353,-4,1627,1,-4,-4
4354,2,-3,4,-4,13
4355,2,163,-4,-4,9
4356,2,163,4,-4,13
4357,2,108,4,-4,14
4358,2,-3,4,-4,19
4359,2,179,4,-4,15
4360,2,-3,-4,-4,7
4361,2,127,4,-4,15
4362,1,198,4,-4,13
4363,3,134,4,-4,6
4364,3,134,4,-4,10
4365,1,216,4,-4,11
4366,1,214,4,-4,8
4367,-1,-3,2,-4,14
4368,1,573,4,-4,5
4369,1,288,-4,-4,12
4370,1,180,4,-4,6
4371,2,351,4,-4,9
4372,2,320,1,-4,8
4373,1,58,-4,-4,5
4374,-4,-4,4,-4,-4
4375,1,-3,5,1,6
4376,2,192,1,-4,-3
4377,1,481,1,-4,9
4378,1,236,5,1,9
4379,1,236,4,-4,7
4380,1,-3,5,3,14
4381,1,502,-4,-4,12
4382,1,162,-4,-4,1
4383,1,-3,-4,-4,3
4384,1,96,4,-4,3
4385,1,96,-4,-4,1
4386,2,244,5,97,10
4387,1,84,4,-4,10
4388,1,-3,5,1,4
4389,2,69,5,1,20
4390,2,69,5,1,10
4391,1,88,1,-4,5
4392,1,-3,-4,-4,3
4393,-4,109,5,1,8
4394,-4,109,5,1,8
4395,-4,278,5,1,11
4396,-4,30,4,-4,17
4397,-4,85,4,-4,14
4398,1,71,1,-4,5
4399,1,196,4,-4,17
4400,1,64,1,-4,8
4401,1,64,4,-4,5
4402,2,49,1,-4,5
4403,2,75,4,-4,11
4404,1,204,-4,-4,11
4405,1,242,-4,-4,11
4406,1,313,4,-4,15
4407,1,-3,1,-4,8
4408,1,377,4,-4,-3
4409,1,493,-4,-4,4
4410,1,-3,2,-4,16
4411,1,-3,4,-4,19
4412,1,-3,1,-4,16
4413,1,1627,4,-4,15
4414,1,112,5,1,8
4415,1,380,-4,-4,13
4416,1,380,1,-4,18
4417,1,436,4,-4,27
4418,-4,-4,5,1,-4
4419,-4,-4,1,-4,-4
4420,1,471,-4,-4,1
4421,1,352,4,-4,7
4422,-4,-4,4,-4,-4
4423,1,796,4,-4,10
4424,1,230,2,-4,-3
4425,-4,-4,5,1,-4
4426,-4,-4,4,-4,-4
4427,1,523,4,-4,10
4428,1,382,5,1,17
4429,-4,263,1,-4,10
4430,-4,251,2,-4,15
4431,-4,142,4,-4,17
4432,-4,364,4,-4,10
4433,-4,592,5,1,12
4434,2,223,4,-4,14
4435,2,60,4,-4,11
4436,-4,-4,4,-4,-4
4437,2,0,4,-4,13
4438,2,91,5,2,13
4439,1,-3,1,-4,9
4440,1,-3,4,-4,-3
4441,1,974,2,-4,-3
4442,1,269,3,-4,14
4443,1,509,4,-4,16
4444,1,509,4,-4,19
4445,-4,-4,1,-4,-4
4446,-4,-4,4,-4,-4
4447,-1,-3,4,-4,9
4448,1,-3,4,-4,-3
4449,1,-3,5,1,7
4450,1,435,5,97,18
4451,1,737,4,-4,6
4452,1,242,5,1,8
4453,1,242,1,-4,6
4454,1,-3,4,-4,4
4455,1,143,5,1,17
4456,1,699,1,-4,4
4457,2,547,5,1,-3
4458,1,607,4,-4,10
4459,-4,-4,5,1,-4
4460,-4,-4,4,-4,-4
4461,-4,141,-4,-4,2
4462,1,427,5,97,10
4463,1,283,-4,-4,10
4464,1,283,-4,-4,6
4465,2,-3,4,-4,22
4466,1,-3,1,-4,7
4467,1,-3,-4,-4,6
4468,-4,378,1,-4,5
4469,1,144,5,97,6
4470,-4,339,4,-4,11
4471,-4,-4,4,-4,-4
4472,1,331,-4,-4,5
4473,-4,-4,1,-4,-4
4474,1,228,4,-4,11
4475,1,984,4,-4,6
4476,1,409,5,1,12
4477,1,598,4,-4,11
4478,1,616,4,-4,9
4479,1,291,4,-4,10
4480,2,20,4,-4,16
4481,1,82,4,-4,11
4482,2,47,4,-4,26
4483,-4,31,4,-4,4
4484,-4,131,5,97,-3
4485,-4,31,-4,-4,-4
4486,-4,-4,-4,-4,-4
4487,-4,61,4,-4,13
4488,-4,46,-4,-4,6
4489,2,-3,-4,-4,12
4490,2,0,5,1,5
4491,2,0,4,-4,3
4492,1,95,1,-4,2
4493,3,-3,4,-4,11
4494,1,8,4,-4,3
4495,2,139,4,-4,6
4496,1,127,4,-4,12
4497,1,51,4,-4,7
4498,1,51,4,-4,7
4499,1,51,4,-4,10
4500,3,220,5,1,8
4501,3,-3,5,1,12
4502,1,220,2,-4,2
4503,2,119,4,-4,5
4504,2,119,4,-4,5
4505,1,13,5,6,8
4506,1,317,1,-4,6
4507,1,407,-4,-4,3
4508,-4,-4,4,-4,-4
4509,1,337,4,-4,8
4510,-4,-4,4,-4,-4
4511,-4,-4,-4,-4,-4
4512,1,190,4,-4,11
4513,1,387,4,-4,10
4514,1,387,4,-4,8
4515,1,420,-4,-4,6
4516,1,420,5,1,11
4517,1,468,4,-4,9
4518,-4,-4,5,97,-4
4519,1,594,4,-4,6
4520,1,453,-4,-4,2
4521,1,453,4,-4,9
4522,1,393,4,-4,10
4523,1,430,4,-4,11
4524,1,430,1,-4,7
4525,1,176,4,-4,10
4526,2,254,-4,-4,5
4527,-4,-4,-4,-4,-4
4528,1,107,5,1,10
4529,2,134,3,-4,13
4530,3,392,-4,-4,4
4531,2,153,1,-4,12
4532,-4,-4,4,-4,-4
4533,1,276,5,1,9
4534,1,276,4,-4,18
4535,1,276,4,-4,10
4536,1,226,5,10,12
4537,1,226,5,1,-3
4539,1,375,4,-4,11
4540,1,309,2,-4,12
4541,1,85,4,-4,19
4542,1,85,1,-4,12
4543,-4,170,-4,-4,3
4544,-4,172,5,1,25
4545,2,314,5,97,13
4546,2,554,4,-4,12
4547,1,-3,4,-4,12
4548,1,-3,5,1,13
4549,1,189,2,-4,10
4550,1,364,2,-4,12
4551,2,209,1,-4,11
4552,1,296,1,-4,5
4553,1,296,4,-4,5
4554,-4,127,3,-4,-4
4555,1,346,4,-4,7
4556,2,333,3,-4,8
4557,1,671,4,-4,15
4558,2,107,4,-4,13
4559,2,49,4,-4,19
4560,2,49,4,-4,22
4561,1,1627,2,-4,5
4562,1,1627,5,1,2
4563,1,222,4,-4,6
4564,1,406,4,-4,6
4565,2,337,-4,-4,6
4566,-4,-4,-4,-4,-4
4567,-4,-4,-4,-4,-4
4568,2,-3,4,-4,18
4569,1,299,-4,-4,3
4570,1,299,-4,-4,2
4571,1,486,4,-4,15
4572,1,-3,5,1,23
4573,1,315,-4,-4,11
4574,1,557,-4,-4,11
4575,2,61,4,-4,16
4576,-4,-4,5,3,-4
4577,-4,-4,4,-4,-4
4578,1,332,2,-4,11
4579,2,64,1,-4,11
4580,2,64,4,-4,14
4581,1,361,1,-4,7
4582,-4,-4,4,-4,-4
4583,2,122,4,-4,16
4584,-4,-4,4,-4,-4
4585,3,189,5,1,7
4586,2,-3,5,97,21
4587,2,28,-4,-4,11
4588,2,85,3,-4,6
4589,2,85,-4,-4,5
4590,2,599,4,-4,7
4591,2,127,4,-4,15
4592,2,277,4,-4,16
4593,2,226,4,-4,18
4594,1,498,5,97,9
4595,1,462,-4,-4,6
4596,2,251,5,97,16
4597,1,547,4,-4,24
4598,1,547,4,-4,15
4599,-4,-4,1,-4,-4
4600,1,452,4,-4,11
4601,1,245,4,-4,19
4602,1,245,5,1,9
4603,1,136,4,-4,10
4604,-4,-4,4,-4,-4
4605,-4,-4,-4,-4,-4
4606,1,321,4,-4,18
4607,2,118,-4,-4,-3
4608,1,186,-4,-4,25
4609,1,213,5,6,-3
4610,1,-3,-4,-4,2
4611,2,406,5,1,13
4612,1,183,4,-4,7
4613,1,491,4,-4,20
4614,2,356,4,-4,19
4615,1,368,4,-4,9
4616,1,-3,2,-4,4
4617,1,158,4,-4,13
4618,1,158,5,1,5
4619,1,339,4,-4,5
4620,1,208,4,-4,12
4621,1,302,5,1,4
4622,1,121,4,-4,12
4623,1,121,1,-4,2
4624,2,75,-4,-4,14
4625,1,206,4,-4,5
4626,1,317,5,1,4
4627,2,180,5,97,19
4628,2,203,4,-4,22
4629,2,293,4,-4,30
4630,2,293,1,-4,10
4631,2,139,4,-4,14
4632,1,232,-4,-4,5
4633,2,378,4,-4,3
4634,1,190,1,-4,7
4635,1,190,-4,-4,14
4636,1,194,4,-4,7
4637,-4,-4,4,-4,-4
4638,-4,-4,4,-4,-4
4639,2,131,5,97,17
4640,2,-3,5,6,12
4641,1,310,-4,-4,1
4642,1,310,1,-4,5
4643,1,222,5,10,14
4644,1,222,-4,-4,8
4645,1,1627,4,-4,10
4646,-4,-4,4,-4,-4
4647,1,-3,1,-4,9
4648,1,-3,5,1,16
4649,2,42,4,-4,20
4650,2,10,4,-4,26
4651,2,10,4,-4,18
4652,1,220,-4,-4,2
4653,1,220,-4,-4,3
4654,2,97,5,1,13
4655,2,232,4,-4,22
4656,2,101,4,-4,8
4657,2,101,4,-4,9
4658,2,375,4,-4,15
4659,2,-4,-4,-4,-4
4660,-4,-4,4,-4,-4
4661,-4,-4,4,-4,-4
4662,1,-3,-4,-4,9
4663,1,436,1,-4,3
4664,1,-3,4,-4,8
4665,-4,-4,5,1,-4
4666,1,-3,1,-4,12
4667,1,-3,4,-4,13
4668,1,203,5,1,15
4669,2,534,2,-4,21
4670,2,273,5,1,9
4671,2,273,2,-4,8
4672,1,233,4,-4,11
4673,1,233,4,-4,7
4674,2,194,5,1,5
4675,2,0,4,-4,17
4676,-4,-4,4,-4,-4
4677,-4,-4,1,-4,-4
4678,1,159,4,-4,-3
4679,1,-4,5,97,-4
4680,2,169,5,10,22
4681,-4,-3,4,-4,-4
4682,2,277,-4,-4,13
4683,-4,0,4,-4,-4
4684,-4,-3,-4,-4,-4
4685,1,-3,1,-4,7
4686,1,319,4,-4,12
4687,1,372,4,-4,6
4688,-4,-4,2,-4,-4
4689,-4,-4,4,-4,-4
4690,2,220,4,-4,12
4691,2,220,5,1,14
4692,2,111,-4,-4,18
4693,1,322,4,-4,6
4694,1,322,4,-4,15
4695,2,70,4,-4,8
4696,1,173,1,-4,2
4697,3,301,5,1,2
4698,2,64,5,1,4
4699,2,64,5,1,2
4700,2,64,1,-4,5
4701,-4,-4,4,-4,-4
4702,1,199,-4,-4,6
4703,2,286,-4,-4,5
4704,2,51,-4,-4,5
4705,2,4,4,-4,7
4706,1,304,4,-4,11
4707,1,304,-4,-4,8
4708,1,591,5,1,14
4709,1,591,5,1,11
4710,1,378,5,1,13
4711,1,378,4,-4,8
4712,1,-3,5,1,11
4713,-4,-4,5,1,-4
4714,1,388,4,-4,12
4715,1,110,4,-4,24
4716,1,443,4,-4,8
4717,-4,-4,4,-4,-4
4718,1,-3,2,-4,6
4719,1,511,4,-4,11
4720,2,471,2,-4,10
4721,2,332,4,-4,13
4722,2,332,4,-4,7
4723,2,635,4,-4,16
4724,2,109,4,-4,18
4725,1,433,4,-4,8
4726,1,-3,4,-4,12
4727,1,366,-4,-4,2
4728,2,444,5,1,11
4729,1,-3,1,-4,8
4730,1,1627,4,-4,8
4731,1,252,1,-4,11
4732,1,252,4,-4,12
4733,2,47,5,2,6
4734,1,153,1,-4,4
4735,1,213,1,-4,7
4736,1,292,1,-4,9
4737,1,417,4,-4,9
4738,-4,-3,4,-4,-4
4739,1,417,4,-4,13
4740,1,171,1,-4,13
4741,1,171,4,-4,6
4742,1,344,4,-4,6
4743,1,458,4,-4,10
4744,1,428,2,-4,7
4745,1,246,1,-4,-3
4746,-4,-4,-4,-4,-4
4747,1,893,5,1,12
4748,1,713,5,8,4
4749,2,238,-4,-4,12
4750,2,350,4,-4,9
4751,2,146,4,-4,11
4752,-4,-4,5,1,-4
4753,-4,-4,5,1,-4
4754,-4,-4,2,-4,-4
4755,2,-3,4,-4,23
4756,-4,-4,-4,-4,-4
4757,-4,-4,5,1,-4
4758,2,168,4,-4,19
4759,2,110,4,-4,11
4760,2,110,4,-4,11
4761,2,113,4,-4,17
4762,2,203,4,-4,-3
4763,1,-3,5,97,7
4764,2,206,2,-4,17
4765,-4,-4,1,-4,-4
4766,1,0,4,-4,5
4767,1,0,4,-4,6
4768,2,323,4,-4,5
4769,2,327,4,-4,14
4770,1,285,-4,-4,10
4771,2,83,4,-4,17
4772,2,0,4,-4,16
4773,2,143,5,1,4
4774,2,143,1,-4,6
4775,2,194,4,-4,7
4776,1,84,5,1,5
4777,2,25,4,-4,13
4778,1,126,1,-4,9
4779,1,97,4,-4,10
4780,1,220,4,-4,10
4781,2,-3,4,-4,3
4782,1,59,1,-4,13
4783,1,59,4,-4,9
4784,1,53,1,-4,4
4785,1,177,5,1,9
4786,1,177,4,-4,5
4787,2,-3,5,1,7
4788,1,-3,4,-4,12
4789,1,-3,1,-4,7
4790,2,210,-4,-4,11
4791,1,-3,-4,-4,2
4792,-4,-4,4,-4,-4
4793,-4,-4,4,-4,-4
4794,1,-3,-4,-4,-3
4795,2,40,4,-4,10
4796,-4,-4,5,1,-4
4797,2,402,5,1,9
4798,2,-3,4,-4,22
4799,1,460,4,-4,17
4800,2,261,4,-4,12
4801,1,531,4,-4,33
4802,1,-3,2,-4,8
4803,1,333,5,1,5
4804,1,206,5,1,3
4805,2,74,3,-4,12
4806,2,176,2,-4,9
4807,2,185,-4,-4,7
4808,2,95,4,-4,10
4809,2,20,5,1,8
4810,1,-3,5,1,18
4811,1,-3,4,-4,7
4812,1,192,4,-4,11
4813,1,893,4,-4,12
4814,1,650,4,-4,12
4815,1,297,2,-4,8
4816,1,-3,4,-4,11
4817,1,-3,4,-4,20
4818,1,567,4,-4,16
4819,1,13,1,-4,6
4820,1,264,4,-4,8
4821,1,264,-4,-4,7
4822,1,264,3,-4,4
4823,1,289,-4,-4,1
4824,1,435,-4,-4,2
4825,1,862,2,-4,5
4826,1,174,4,-4,6
4827,1,174,4,-4,5
4828,1,444,4,-4,5
4829,1,208,4,-4,8
4830,1,336,5,9,18
4831,2,347,5,97,10
4832,1,323,5,1,13
4833,1,658,4,-4,16
4834,1,191,5,1,11
4835,1,191,4,-4,2
4836,1,1627,4,-4,7
4837,1,432,5,97,4
4838,1,303,5,1,5
4839,1,470,4,-4,3
4840,1,264,-4,-4,2
4841,1,353,5,1,3
4842,1,353,4,-4,10
4843,1,391,4,-4,9
4844,1,391,4,-4,9
4845,1,295,4,-4,14
4846,1,295,4,-4,11
4847,1,137,5,1,-3
4848,1,383,2,-4,6
4849,1,306,2,-4,6
4850,-4,-4,5,1,-4
4851,-4,-4,4,-4,-4
4852,1,-3,3,-4,10
4853,1,689,4,-4,11
4854,1,498,-4,-4,1
4855,1,363,5,1,6
4856,2,-3,5,1,8
4857,2,-3,4,-4,12
4858,1,300,4,-4,16
4859,1,19,-4,-4,2
4860,1,-3,-4,-4,7
