"PUBID","P5-101","CV_HH_POV_RATIO","YAST25-3310_COMB","YAST25-3320_COMB","CVC_TTL_RESIDENCES"
1973,1,-3,5,1,5
1974,-4,-4,4,-4,-4
1975,1,200,4,-4,5
1976,1,200,4,-4,4
1977,2,102,4,-4,18
1978,-4,-4,4,-4,-4
1979,2,94,-4,-4,9
1980,1,165,4,-4,12
1981,1,165,4,-4,13
1982,2,158,4,-4,17
1983,-4,-4,5,1,-4
1984,-4,-4,4,-4,-4
1985,2,495,1,-4,13
1986,1,483,-4,-4,1
1987,2,573,4,-4,14
1988,2,180,4,-4,14
1989,2,56,4,-4,5
1990,2,224,5,1,8
1991,1,47,1,-4,10
1992,2,372,-4,-4,20
1993,2,372,-4,-4,9
1994,2,278,5,1,7
1995,1,893,5,5,6
1996,1,893,5,97,9
1997,-4,-4,-4,-4,-4
1998,-4,-4,5,1,-4
1999,2,-3,-4,-4,4
2000,2,-3,5,1,7
2001,-4,-4,3,-4,-4
2002,2,94,4,-4,9
2003,1,-3,1,-4,2
2004,2,16,1,-4,11
2005,2,16,4,-4,10
2006,2,223,1,-4,6
2007,1,142,-4,-4,11
2008,1,142,5,10,16
2009,1,263,-4,-4,5
2010,1,263,4,-4,4
2011,1,98,4,-4,9
2012,1,98,4,-4,6
2013,2,234,5,1,17
2014,1,123,4,-4,16
2015,2,127,4,-4,-3
2016,2,127,4,-4,12
2017,1,176,5,1,9
2018,1,-3,5,1,1
2019,2,-3,4,-4,11
2020,-4,-4,4,-4,-4
2021,1,20,-4,-4,2
2022,1,487,4,-4,11
2023,2,-3,-4,-4,3
2024,2,-3,5,1,3
2025,2,317,4,-4,10
2026,2,172,4,-4,11
2027,1,379,4,-4,8
2028,1,379,4,-4,6
2029,1,-3,4,-4,6
2030,1,484,4,-4,6
2031,-4,193,4,-4,11
2032,-4,-3,-4,-4,19
2033,1,260,4,-4,4
2034,1,497,-4,-4,1
2035,-4,-4,4,-4,-4
2036,1,522,4,-4,8
2037,2,194,4,-4,12
2038,2,194,4,-4,9
2039,1,123,4,-4,10
2040,1,555,4,-4,17
2041,1,555,4,-4,31
2042,1,1627,5,1,9
2043,1,1627,5,1,5
2044,1,451,5,1,11
2045,1,451,4,-4,5
2046,-4,-4,5,1,-4
2047,-4,-4,5,1,-4
2048,1,1627,4,-4,14
2049,-4,-4,5,97,-4
2050,-4,-4,1,-4,-4
2051,-4,-4,5,1,-4
2052,1,366,-4,-4,5
2053,1,366,-4,-4,1
2054,1,425,1,-4,6
2055,1,425,1,-4,11
2056,1,-3,5,1,10
2057,1,490,4,-4,8
2058,1,490,-4,-4,1
2059,1,646,2,-4,9
2060,1,646,1,-4,3
2061,-4,-4,4,-4,-4
2062,1,905,4,-4,8
2063,1,-3,2,-4,7
2064,1,403,2,-4,5
2065,1,403,5,1,5
2066,1,-3,4,-4,10
2067,1,-3,-4,-4,6
2068,1,475,4,-4,7
2069,1,475,1,-4,8
2070,2,1627,4,-4,6
2071,1,-3,5,97,10
2072,1,-3,2,-4,11
2073,1,-3,1,-4,18
2074,1,367,5,3,10
2075,1,365,4,-4,11
2076,1,68,4,-4,4
2077,1,68,5,97,21
2078,1,529,2,-4,8
2079,1,405,4,-4,7
2080,1,405,4,-4,7
2081,1,174,4,-4,10
2082,1,683,4,-4,5
2083,1,274,4,-4,17
2084,1,274,5,1,12
2085,1,342,5,97,10
2086,1,342,-4,-4,5
2087,-4,-4,5,1,-4
2088,1,-3,4,-4,17
2089,1,615,4,-4,11
2090,1,615,4,-4,10
2091,1,-3,4,-4,7
2092,1,312,4,-4,15
2093,1,-3,5,1,10
2094,1,306,-4,-4,9
2095,1,134,1,-4,5
2096,1,371,5,1,6
2097,2,84,4,-4,15
2098,2,79,4,-4,7
2099,2,48,3,-4,16
2100,2,48,4,-4,8
2101,-4,-4,4,-4,-4
2102,2,79,4,-4,12
2103,2,79,4,-4,6
2104,2,107,4,-4,16
2105,1,-3,4,-4,9
2106,1,443,4,-4,7
2107,1,119,2,-4,9
2108,1,440,4,-4,4
2109,1,-3,-4,-4,7
2110,1,72,1,-4,8
2111,1,356,1,-4,2
2112,1,343,1,-4,8
2113,1,343,-4,-4,6
2114,-4,-4,5,1,-4
2115,-4,104,3,-4,11
2116,-4,-4,4,-4,-4
2117,-4,103,5,1,23
2118,-4,103,5,97,27
2119,-4,41,-4,-4,19
2120,1,781,4,-4,14
2121,2,194,4,-4,10
2122,2,194,-4,-4,17
2123,1,519,4,-4,14
2124,1,519,5,1,8
2125,1,537,-4,-4,-3
2126,1,780,1,-4,14
2127,1,516,-2,1,11
2128,1,516,1,-4,3
2129,-4,-4,1,-4,-4
2130,1,190,1,-4,5
2131,2,-3,1,-4,7
2132,2,-3,5,97,8
2133,1,-3,4,-4,13
2134,1,-3,4,-4,10
2135,2,91,4,-4,7
2136,2,88,1,-4,6
2137,1,326,4,-4,16
2138,1,350,4,-4,12
2139,1,865,1,-4,12
2140,1,-3,-4,-4,11
2141,1,373,1,-4,10
2142,1,283,4,-4,8
2143,1,283,1,-4,7
2144,1,177,5,1,8
2145,1,473,5,1,7
2146,1,1627,1,-4,6
2147,1,351,4,-4,21
2148,1,-3,5,1,14
2149,1,-3,4,-4,14
2150,-4,-4,4,-4,-4
2151,1,161,-4,-4,-4
2152,2,379,4,-4,15
2153,2,65,2,-4,6
2154,2,38,4,-4,33
2155,2,62,1,-4,-4
2156,2,51,4,-4,12
2157,2,53,4,-4,20
2158,2,53,4,-4,14
2159,2,50,4,-4,3
2160,2,54,5,1,15
2161,2,153,4,-4,7
2162,1,707,4,-4,9
2163,1,602,4,-4,5
2164,2,1627,-4,-4,15
2165,1,284,5,1,2
2166,3,204,4,-4,12
2167,3,204,5,1,4
2168,3,-3,1,-4,11
2169,1,451,4,-4,14
2170,1,280,4,-4,8
2171,2,86,2,-4,11
2172,1,216,5,1,15
2173,1,335,5,1,4
2174,2,-3,3,-4,10
2175,2,-3,5,1,3
2176,2,448,4,-4,22
2177,1,341,5,1,2
2178,2,-3,-4,-4,9
2179,2,161,4,-4,8
2180,1,314,4,-4,19
2181,1,632,5,1,6
2182,1,-3,4,-4,9
2183,1,-3,4,-4,8
2184,1,272,4,-4,7
2185,1,447,5,1,5
2186,1,255,-4,-4,3
2187,1,576,4,-4,9
2188,1,67,5,10,15
2189,-4,-4,2,-4,-4
2190,1,-3,5,1,5
2191,1,870,5,1,8
2192,1,253,4,-4,10
2193,1,104,-4,-4,1
2194,-4,321,-4,-4,-3
2195,1,360,5,1,-3
2196,1,579,5,97,14
2197,-4,1627,-4,-4,-4
2198,1,139,2,-4,5
2199,1,139,-4,-4,3
2200,1,1627,4,-4,4
2201,1,-3,-4,-4,13
2202,1,880,5,1,9
2203,1,597,-4,-4,3
2204,1,817,5,3,7
2205,1,-3,4,-4,10
2206,1,-3,4,-4,4
2207,1,459,4,-4,7
2208,1,427,4,-4,9
2209,1,427,4,-4,6
2210,1,-3,4,-4,6
2211,1,-3,5,4,7
2212,1,324,5,1,3
2213,3,369,4,-4,5
2214,-4,-4,2,-4,-4
2215,-4,-4,5,1,-4
2216,1,-3,-4,-4,1
2217,1,250,5,3,24
2218,1,582,4,-4,9
2219,1,273,4,-4,6
2220,1,273,5,1,-3
2221,1,424,-4,-4,1
2222,1,267,-4,-4,5
2223,1,267,2,-4,4
2224,1,267,-4,-4,1
2225,1,305,5,1,7
2226,1,596,4,-4,4
2227,2,187,4,-4,5
2228,2,233,4,-4,4
2229,2,333,4,-4,16
2230,2,333,4,-4,16
2231,1,350,4,-4,6
2232,1,775,-4,-4,7
2233,1,453,-4,-4,6
2234,3,370,4,-4,10
2235,1,135,4,-4,10
2236,1,271,4,-4,9
2237,1,665,4,-4,10
2238,-4,-4,4,-4,-4
2239,-4,-4,-4,-4,-4
2240,-4,-4,-4,-4,-4
2241,-4,-4,-4,-4,-4
2242,1,233,4,-4,8
2243,1,233,4,-4,11
2244,-4,-4,-4,-4,-4
2245,1,172,5,1,4
2246,1,396,4,-4,6
2247,1,-3,3,-4,8
2248,1,299,5,1,5
2249,1,362,2,-4,6
2250,1,281,1,-4,6
2251,1,281,5,1,8
2252,1,384,4,-4,8
2253,1,384,4,-4,6
2254,1,411,4,-4,8
2255,2,262,4,-4,7
2256,2,262,4,-4,18
2257,1,-3,4,-4,6
2258,1,-3,5,1,3
2260,2,294,4,-4,8
2261,1,198,5,1,20
2262,1,198,5,1,10
2263,2,161,4,-4,13
2264,2,-3,4,-4,7
2265,2,57,4,-4,13
2266,2,57,5,10,14
2267,2,176,4,-4,11
2268,2,-3,-4,-4,1
2269,2,-3,-4,-4,1
2270,1,-3,4,-4,4
2271,1,744,2,-4,12
2272,2,218,5,1,10
2273,2,64,3,-4,6
2274,2,51,4,-4,9
2275,2,284,5,1,6
2276,2,284,-4,-4,4
2277,2,203,4,-4,15
2278,2,203,5,1,14
2279,1,171,5,10,8
2280,1,-3,4,-4,9
2281,2,-3,4,-4,7
2282,2,-3,-4,-4,5
2283,2,40,3,-4,14
2284,2,-3,4,-4,11
2285,2,43,-4,-4,1
2286,2,247,4,-4,11
2287,1,504,1,-4,6
2288,1,392,4,-4,5
2289,1,385,-4,-4,3
2290,1,-3,4,-4,12
2291,-4,-4,4,-4,-4
2292,1,200,4,-4,8
2293,1,287,4,-4,6
2294,2,91,4,-4,6
2295,2,137,5,10,11
2296,1,-3,5,1,12
2297,1,276,4,-4,6
2298,2,107,4,-4,-3
2299,2,107,4,-4,-3
2300,2,-3,-4,-4,1
2301,2,-3,-4,-4,-3
2302,2,-3,-4,-4,6
2303,2,-3,-4,-4,5
2304,2,97,4,-4,10
2305,2,97,4,-4,12
2306,-4,75,5,1,-4
2307,-4,-4,1,-4,-4
2308,1,101,4,-4,21
2309,1,47,5,1,15
2310,3,101,5,5,10
2311,3,101,4,-4,7
2312,2,98,5,1,12
2313,2,98,4,-4,9
2314,2,98,4,-4,7
2315,2,51,5,8,5
2316,2,112,4,-4,-3
2317,2,112,4,-4,18
2318,1,263,1,-4,6
2319,1,263,1,-4,8
2320,1,117,4,-4,14
2321,2,235,4,-4,16
2322,2,235,4,-4,18
2323,2,52,4,-4,20
2324,2,52,4,-4,12
2325,2,-3,5,1,7
2326,1,323,5,1,8
2327,2,198,4,-4,8
2328,1,717,4,-4,11
2329,1,677,4,-4,-3
2330,1,677,4,-4,-3
2331,1,497,4,-4,-3
2332,1,497,4,-4,-3
2333,1,373,5,1,7
2334,2,327,2,-4,6
2335,2,327,1,-4,6
2336,1,321,4,-4,12
2337,1,348,4,-4,9
2338,1,348,4,-4,3
2339,1,209,4,-4,7
2340,1,209,4,-4,8
2341,1,209,-4,-4,2
2342,2,150,4,-4,5
2343,-4,-4,3,-4,-4
2344,1,-3,4,-4,7
2345,1,515,5,1,5
2346,1,930,1,-4,9
2347,1,611,4,-4,5
2348,1,-3,4,-4,9
2349,1,-3,4,-4,5
2350,1,-3,5,1,4
2351,1,-3,5,1,11
2352,1,318,4,-4,8
2353,1,-3,4,-4,4
2354,1,-3,-4,-4,6
2355,1,-3,5,97,7
2356,1,185,5,1,5
2357,-4,-4,-4,-4,-4
2358,-4,-4,5,1,-4
2359,2,74,5,1,5
2360,2,19,4,-4,13
2361,1,13,4,-4,16
2362,2,127,4,-4,13
2363,1,-3,-4,-4,2
2364,1,-3,4,-4,12
2365,1,-3,4,-4,7
2366,3,129,4,-4,15
2367,2,491,-4,-4,3
2368,2,491,1,-4,11
2369,2,176,-4,-4,7
2370,2,547,4,-4,31
2371,1,-3,5,1,3
2372,2,296,4,-4,13
2373,3,-3,5,6,9
2374,3,-3,4,-4,7
2375,3,-3,4,-4,7
2376,1,534,4,-4,16
2377,1,327,5,1,3
2378,1,291,4,-4,14
2379,1,291,-4,-4,2
2380,1,277,4,-4,8
2381,1,-3,-4,-4,6
2382,1,350,4,-4,9
2383,1,239,4,-4,10
2384,1,360,5,1,7
2385,1,360,5,1,3
2386,1,280,4,-4,17
2387,1,280,4,-4,16
2388,1,280,4,-4,11
2389,2,69,4,-4,-3
2390,2,69,4,-4,13
2391,2,69,4,-4,9
2392,1,428,4,-4,-3
2393,1,428,4,-4,-3
2394,-4,-4,4,-4,-4
2395,1,698,4,-4,8
2396,1,638,5,1,11
2397,1,132,5,97,16
2398,1,132,4,-4,10
2399,1,390,4,-4,10
2400,1,390,5,1,-3
2401,1,390,4,-4,12
2402,1,-3,5,1,6
2403,1,316,1,-4,8
2404,1,316,1,-4,-3
2405,1,-3,-4,-4,12
2406,1,-3,-4,-4,7
2407,1,-3,-1,-1,8
2408,1,-3,-4,-4,4
2409,1,190,4,-4,12
2410,1,190,2,-4,6
2411,2,166,5,5,9
2412,1,394,-4,-4,1
2413,2,336,-4,-4,2
2414,-4,-4,5,5,-4
2415,1,-3,2,-4,4
2416,1,131,4,-4,6
2417,1,443,4,-4,11
2418,-4,-4,5,97,-4
2419,1,147,4,-4,18
2420,1,613,5,1,11
2421,1,313,-4,-4,18
2422,1,313,4,-4,16
2423,1,503,5,1,2
2424,1,503,-4,-4,1
2425,1,304,-4,-4,3
2426,1,-3,4,-4,4
2427,-4,-3,4,-4,18
2428,1,-3,-4,-4,1
2429,1,-3,-4,-4,1
2430,-4,-4,4,-4,-4
2431,1,224,1,-4,6
2432,1,576,4,-4,-4
2433,1,576,-4,-4,6
2434,1,478,2,-4,4
2435,1,478,4,-4,11
2436,1,-3,-4,-4,4
2437,1,-3,-4,-4,3
2438,2,291,4,-4,-3
2439,2,-3,2,-4,7
2440,1,353,4,-4,12
2441,1,353,4,-4,16
2442,1,205,5,1,19
2443,1,205,4,-4,10
2444,1,340,4,-4,8
2445,2,88,4,-4,31
2446,2,88,4,-4,28
2447,1,105,5,1,7
2448,1,633,-4,-4,7
2449,1,284,-4,-4,2
2450,1,284,-4,-4,2
2451,2,102,4,-4,12
2452,2,36,5,1,14
2453,2,36,5,1,6
2454,2,56,4,-4,-3
2455,2,56,4,-4,9
2456,2,38,4,-4,18
2457,2,38,4,-4,18
2458,1,329,-4,-4,2
2459,1,417,4,-4,6
2460,1,417,-4,-4,10
2461,1,385,1,-4,7
2462,1,497,1,-4,16
2463,1,497,5,1,5
2464,1,539,4,-4,10
2465,1,539,4,-4,7
2466,1,160,4,-4,5
2467,-4,-4,4,-4,-4
2468,1,375,-4,-4,1
2469,1,281,4,-4,8
2470,1,281,-4,-4,6
2471,-4,-4,-4,-4,-4
2472,1,585,4,-4,-3
2473,1,278,4,-4,7
2474,1,278,4,-4,13
2475,1,503,5,1,4
2476,1,503,5,1,4
2477,1,179,5,1,10
2478,3,349,4,-4,27
2479,3,349,1,-4,9
2480,1,598,5,1,12
2481,1,114,4,-4,3
2482,1,281,4,-4,22
2483,1,490,1,-4,3
2484,1,490,5,1,3
2485,1,-3,-4,-4,3
2486,1,-3,5,1,4
2487,-4,-4,4,-4,-4
2488,-4,-4,-4,-4,-4
2489,1,331,-4,-4,6
2490,1,218,5,1,6
2491,1,218,1,-4,9
2492,2,-3,4,-4,8
2493,2,100,4,-4,15
2494,2,100,4,-4,14
2495,1,397,1,-4,13
2496,1,-3,4,-4,15
2497,1,303,4,-4,9
2498,1,172,1,-4,8
2499,1,172,5,1,3
2500,1,172,4,-4,10
2501,1,34,4,-4,14
2502,2,168,-4,-4,28
2503,1,370,4,-4,9
2504,1,271,4,-4,9
2505,1,261,-4,-4,10
2506,2,105,-4,-4,6
2507,1,340,4,-4,6
2508,1,-3,5,1,-3
2509,1,65,4,-4,18
2510,1,65,4,-4,2
2511,1,-3,-4,-4,2
2512,-4,-3,-4,-4,6
2513,1,266,2,-4,3
2514,1,214,1,-4,3
2515,1,214,4,-4,8
2516,2,255,4,-4,13
2517,2,255,4,-4,14
2518,1,323,5,97,6
2519,1,323,4,-4,7
2520,1,328,4,-4,14
2521,2,125,-4,-4,4
2522,1,317,4,-4,6
2523,1,317,4,-4,11
2524,1,393,5,1,6
2525,1,393,-4,-4,3
2526,1,225,4,-4,6
2527,1,470,4,-4,6
2528,1,471,5,1,5
2529,1,413,1,-4,4
2530,1,440,4,-4,8
2531,1,440,4,-4,8
2532,1,170,1,-4,5
2533,-4,-4,4,-4,-4
2534,-4,-4,4,-4,-4
2535,2,224,4,-4,11
2536,2,224,4,-4,6
2537,2,121,5,97,8
2538,1,265,2,-4,3
2539,1,377,-4,-4,1
2540,1,339,-4,-4,1
2541,1,339,4,-4,4
2542,1,278,5,97,3
2543,1,278,4,-4,14
2544,1,204,1,-4,6
2545,1,347,5,1,7
2546,1,255,4,-4,6
2547,1,443,4,-4,5
2548,1,443,5,1,6
2549,1,253,5,1,2
2550,1,253,5,1,3
2551,3,-3,5,1,4
2552,1,211,4,-4,9
2553,1,280,4,-4,15
2554,1,289,2,-4,12
2555,1,624,2,-4,5
2556,1,396,2,-4,6
2557,1,317,5,1,3
2558,-4,1627,4,-4,20
2559,-4,71,3,-4,17
2560,1,408,4,-4,6
2561,1,408,3,-4,6
2562,-4,286,4,-4,12
2563,1,444,5,1,10
2564,1,925,4,-4,5
2565,1,569,4,-4,18
2566,1,569,5,1,14
2567,1,476,2,-4,11
2568,1,130,4,-4,10
2569,1,130,5,1,1
2570,1,396,1,-4,3
2571,1,396,1,-4,4
2572,1,-3,2,-4,8
2573,1,710,4,-4,8
2574,1,71,2,-4,13
2575,1,-3,4,-4,15
2576,1,-3,4,-4,9
2577,1,273,4,-4,20
2578,1,375,-4,-4,1
2579,1,357,4,-4,13
2580,1,357,4,-4,13
2581,1,186,4,-4,15
2582,1,254,3,-4,7
2583,1,-3,4,-4,7
2584,1,321,5,1,13
2585,-4,-4,5,1,-4
2586,2,189,2,-4,12
2587,2,199,-4,-4,8
2588,2,199,-4,-4,6
2589,-4,-4,4,-4,-4
2590,2,81,4,-4,14
2591,1,216,4,-4,9
2592,-1,-3,4,-4,8
2593,1,195,4,-4,10
2594,2,693,4,-4,14
2595,1,121,5,1,8
2596,1,249,5,1,13
2597,-4,-4,4,-4,-4
2598,1,-3,3,-4,4
2599,1,302,2,-4,11
2600,1,302,4,-4,14
2601,1,302,-4,-4,6
2602,-4,177,-4,-4,6
2603,1,471,5,1,6
2604,1,187,4,-4,17
2605,1,351,-4,-4,1
2606,1,164,4,-4,10
2607,1,221,4,-4,10
2608,1,221,4,-4,11
2609,1,-3,5,1,12
2610,-4,-3,-4,-4,8
2611,2,115,5,2,17
2612,2,115,-4,-4,13
2613,-4,351,1,-4,2
2614,1,136,4,-4,16
2615,1,128,1,-4,6
2616,1,-3,2,-4,9
2617,1,347,2,-4,12
2618,1,294,4,-4,8
2619,1,-3,4,-4,10
2620,1,-3,-4,-4,1
2621,1,507,4,-4,16
2622,1,223,1,-4,3
2623,1,223,2,-4,5
2624,1,-3,4,-4,3
2625,1,198,1,-4,14
2626,1,198,2,-4,6
2627,1,-3,4,-4,5
2628,-4,-3,2,-4,8
2629,1,39,4,-4,-3
2630,1,39,2,-4,3
2631,1,39,4,-4,11
2632,-4,-3,4,-4,-4
2633,1,386,-4,-4,4
2634,1,441,2,-4,10
2635,1,248,4,-4,5
2636,1,516,-4,-4,3
2637,1,-3,1,-4,13
2638,1,510,2,-4,7
2639,1,471,4,-4,10
2640,1,471,2,-4,13
2641,2,114,4,-4,14
2642,1,70,1,-4,12
2643,1,69,4,-4,19
2644,2,80,5,1,8
2645,2,120,4,-4,13
2648,1,214,-4,-4,11
2649,1,70,5,1,21
2650,2,219,-4,-4,14
2651,1,198,4,-4,14
2652,1,145,4,-4,16
2653,1,-3,5,97,31
2654,1,237,1,-4,10
2655,-4,-4,4,-4,-4
2656,3,29,5,10,36
2657,3,29,5,1,20
2658,1,-3,5,1,10
2659,1,721,4,-4,10
2660,1,-3,1,-4,7
2661,1,-3,1,-4,8
2662,1,683,4,-4,7
2663,1,462,2,-4,12
2664,1,-3,4,-4,13
2665,1,-3,4,-4,11
2666,1,-3,5,1,8
2667,1,327,-4,-4,5
2668,1,285,5,1,3
2669,1,681,2,-4,12
2670,1,216,1,-4,3
2671,3,335,2,-4,5
2672,1,607,4,-4,9
2673,1,607,4,-4,12
2674,2,268,-4,-4,5
2675,2,268,4,-4,8
2676,1,-3,4,-4,7
2677,1,406,4,-4,6
2678,1,406,1,-4,6
2679,1,422,2,-4,4
2680,2,495,3,-4,12
2681,2,190,4,-4,4
2682,2,188,4,-4,24
2683,2,188,4,-4,26
2684,2,107,-4,-4,11
2685,2,-3,4,-4,10
2686,1,233,1,-4,4
2687,-4,-4,-4,-4,-4
2688,1,381,4,-4,20
2689,2,259,4,-4,11
2690,2,259,4,-4,6
2691,1,68,2,-4,17
2692,2,44,-4,-4,7
2693,2,44,4,-4,13
2694,2,125,4,-4,19
2695,2,125,5,97,19
2696,2,125,-4,-4,20
2697,2,355,4,-4,9
2698,1,260,4,-4,15
2699,1,272,2,-4,12
2700,1,272,1,-4,9
2701,1,585,5,1,6
2702,1,436,4,-4,10
2703,1,166,4,-4,6
2704,1,376,4,-4,10
2705,1,776,4,-4,21
2706,1,265,-4,-4,21
2707,1,265,-4,-4,15
2708,1,265,5,97,7
2709,1,315,4,-4,12
2710,1,315,4,-4,7
2711,1,401,4,-4,14
2712,1,176,1,-4,12
2713,1,176,4,-4,14
2714,1,82,4,-4,14
2715,2,157,5,1,2
2716,2,219,4,-4,21
2717,2,68,4,-4,20
2718,2,68,1,-4,15
2719,2,68,4,-4,17
2720,2,42,5,1,-3
2721,2,42,4,-4,17
2722,-4,-4,4,-4,-4
2723,2,0,5,97,11
2724,1,301,4,-4,13
2725,1,-3,1,-4,8
2726,-4,-4,-4,-4,-4
2727,1,547,4,-4,9
2728,3,220,5,3,13
2729,-4,-4,-4,-4,-4
2730,1,375,1,-4,11
2731,1,323,1,-4,8
2732,1,412,4,-4,12
2733,1,-3,5,1,8
2734,1,-3,4,-4,10
2735,1,-3,5,3,5
2736,1,-3,4,-4,8
2737,1,323,4,-4,12
2738,1,323,4,-4,8
2739,1,324,3,-4,9
2740,1,413,2,-4,5
2741,1,540,4,-4,18
2742,1,129,4,-4,14
2743,1,129,4,-4,5
2744,1,731,5,2,12
2745,2,129,1,-4,15
2746,2,150,4,-4,11
2747,2,283,5,1,13
2748,2,32,-4,-4,12
2749,1,411,1,-4,4
2750,1,411,4,-4,9
2751,-4,-4,5,1,-4
2752,2,129,4,-4,18
2753,2,129,4,-4,9
2754,-4,-4,4,-4,-4
2755,-4,-4,4,-4,-4
2756,-4,-4,4,-4,-4
2757,1,388,5,1,13
2758,-4,-4,5,1,-4
2759,1,120,4,-4,12
2760,2,128,4,-4,9
2761,1,475,5,1,8
2762,1,478,3,-4,8
2763,1,145,4,-4,9
2764,-4,-4,3,-4,-4
2765,1,351,1,-4,10
2766,1,1627,4,-4,9
2767,2,202,4,-4,13
2768,-4,-4,4,-4,-4
2769,1,507,-4,-4,1
2770,1,286,4,-4,10
2771,1,671,-4,-4,1
2772,1,463,-4,-4,2
2773,1,801,4,-4,8
2774,1,801,-4,-4,15
2775,1,375,5,97,12
2776,1,375,2,-4,8
2777,1,419,1,-4,13
2778,1,419,5,1,5
2779,1,260,4,-4,7
2780,1,277,1,-4,8
2781,1,638,2,-4,12
2782,1,434,5,1,8
2783,1,401,2,-4,14
2784,1,422,4,-4,3
2785,1,422,5,1,4
2786,1,63,1,-4,11
2787,1,612,1,-4,5
2788,1,612,1,-4,7
2789,-4,-3,1,-4,5
2790,1,216,1,-4,2
2791,1,216,1,-4,4
2792,1,978,1,-4,5
2793,-4,-4,4,-4,-4
2794,-4,-4,1,-4,-4
2795,-4,-4,4,-4,-4
2796,-4,-4,4,-4,-4
2797,1,-3,-4,-4,8
2798,-4,-4,5,1,-4
2799,1,173,3,-4,18
2800,1,173,3,-4,11
2801,1,666,4,-4,11
2802,1,323,5,1,12
2803,1,660,4,-4,7
2804,1,660,-4,-4,8
2805,1,298,4,-4,24
2806,1,397,2,-4,6
2807,1,397,4,-4,11
2808,-4,-4,1,-4,-4
2809,-4,27,4,-4,-4
2810,-4,-4,4,-4,-4
2811,2,124,5,1,15
2812,1,307,4,-4,5
2813,2,-3,4,-4,13
2814,2,104,4,-4,13
2815,2,104,4,-4,8
2816,2,104,4,-4,11
2817,1,439,-4,-4,5
2818,2,165,4,-4,21
2819,2,170,-4,-4,17
2820,2,170,-4,-4,15
2821,2,396,4,-4,18
2822,2,32,4,-4,17
2823,3,22,-4,-4,10
2824,2,247,4,-4,12
2825,2,247,5,97,8
2826,2,247,4,-4,13
2827,-4,-4,5,6,-4
2828,2,182,4,-4,14
2829,2,190,4,-4,14
2830,2,166,5,1,5
2831,1,382,4,-4,9
2832,1,382,4,-4,8
2833,1,453,5,1,2
2834,1,633,-4,-4,2
2835,1,223,4,-4,15
2836,-4,-4,3,-4,-4
2837,-4,-4,-4,-4,-4
2838,-4,-4,-4,-4,-4
2839,1,891,4,-4,13
2840,2,57,4,-4,11
2841,-4,-4,4,-4,-4
2842,-4,410,4,-4,10
2843,1,327,4,-4,7
2844,1,327,4,-4,13
2845,1,357,4,-4,19
2846,2,135,4,-4,23
2847,2,119,4,-4,26
2848,-4,-4,4,-4,-4
2849,-4,148,4,-4,29
2850,1,182,4,-4,5
2851,1,307,4,-4,6
2852,-4,-4,-4,-4,-4
2853,-4,-4,4,-4,-4
2854,-4,486,2,-4,6
2855,-4,251,4,-4,10
2856,-4,251,4,-4,13
2857,2,444,-4,-4,1
2858,1,326,1,-4,2
2859,-4,-4,4,-4,-4
2860,-4,24,4,-4,-4
2861,-4,-4,4,-4,-4
2862,-4,-4,5,1,-4
2863,-4,-4,4,-4,-4
2864,-4,-4,4,-4,-4
2865,2,198,5,1,10
2866,1,148,3,-4,10
2867,1,148,4,-4,7
2868,-4,-4,5,10,-4
2869,1,-3,4,-4,11
2870,-4,-4,4,-4,-4
2871,1,1627,5,1,7
2872,1,1627,1,-4,4
2873,1,-3,1,-4,5
2874,1,-3,4,-4,9
2875,1,-3,4,-4,7
2876,-4,-4,4,-4,-4
2877,-4,-4,1,-4,-4
2878,1,320,4,-4,4
2879,1,320,-4,-4,1
2880,1,320,5,1,6
2881,1,732,-4,-4,1
2882,-4,-4,1,-4,-4
2883,-4,-4,5,1,-4
2884,2,74,5,1,11
2885,2,377,4,-4,14
2886,1,509,4,-4,10
2887,1,325,2,-4,6
2888,1,371,-4,-4,2
2889,1,-3,2,-4,5
2890,1,-3,-4,-4,2
2891,1,-3,4,-4,6
2892,-4,-4,-4,-4,-4
2893,-4,-4,1,-4,-4
2894,1,268,4,-4,9
2895,1,735,5,97,4
2896,2,-3,-4,-4,1
2897,2,-3,-4,-4,8
2898,1,468,5,1,5
2899,1,1627,1,-4,3
2900,1,-3,4,-4,11
2901,3,-3,-4,-4,4
2902,1,-3,4,-4,13
2903,-4,-4,5,1,-4
2904,2,123,4,-4,13
2905,1,-3,4,-4,11
2906,1,-3,5,1,12
2907,1,1627,4,-4,8
2908,1,252,5,97,6
2909,1,0,5,1,12
2910,1,556,5,1,17
2911,1,313,4,-4,36
2912,1,313,5,8,12
2913,1,313,5,97,13
2914,1,371,4,-4,10
2915,2,-3,4,-4,4
2916,2,293,4,-4,7
2917,1,373,-4,-4,1
2918,1,348,-4,-4,1
2919,1,348,-4,-4,2
2920,-4,195,-4,-4,3
2921,-4,-4,5,1,-4
2922,-4,-4,4,-4,-4
2923,1,321,4,-4,2
2924,1,-3,1,-4,7
2925,1,-3,5,1,3
2926,1,490,1,-4,10
2927,1,822,4,-4,16
2928,1,225,-4,-4,4
2929,1,225,1,-4,3
2930,1,225,-4,-4,9
2931,1,0,4,-4,10
2932,2,422,5,97,14
2933,2,422,5,1,13
2934,-4,271,4,-4,3
2935,-4,271,4,-4,6
2936,-4,497,1,-4,4
2937,1,-3,4,-4,8
